Manuf;Model;Desc;Engine_Capacity;Fuel_Type;Powertrain;Euro_Standard;Diesel_VED_Supplement;Fuel_Cost;Electric_Cost;Total_Cost;Noise_Level
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,424;£0;£1,424;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,451;£0;£1,451;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,478;£0;£1,478;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,505;£0;£1,505;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,613;£0;£1,613;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,639;£0;£1,639;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,693;£0;£1,693;65.0
FORD;Puma Model Year Post 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,693;£0;£1,693;65.0
FORD;Puma Model Year Post 2023.25;1.5 EcoBoost (with Bi-Metal Catalyst);1496;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,747;£0;£1,747;69.0
FORD;Puma Model Year Post 2023.25;1.5 EcoBoost (with Bi-Metal Catalyst);1496;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;69.0
FORD;Puma Model Year Post 2023.25;1.5 EcoBoost (With Tri-Metal Catalyst);1496;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;69.0
FORD;Puma Model Year Post 2023.25;1.5 EcoBoost (with Tri-Metal Catalyst);1496;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;69.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,424;£0;£1,424;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,451;£0;£1,451;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,478;£0;£1,478;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,505;£0;£1,505;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,613;£0;£1,613;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,639;£0;£1,639;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,693;£0;£1,693;65.0
FORD;Puma Model Year Pre 2023.25;1.0 EcoBoost (mHEV);999;Petrol Electric;Mild Hybrid Electric Vehicle (MHEV);Euro 6d;False;£1,693;£0;£1,693;65.0
FORD;Puma Model Year Pre 2023.25;1.5 EcoBoost;1496;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,747;£0;£1,747;69.0
FORD;Puma Model Year Pre 2023.25;1.5 EcoBoost;1496;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;69.0
FORD;S-MAX Model Year Post 2022.50;2.5 Duratec (FHEV);2488;Petrol Electric;Hybrid Electric Vehicle (HEV);Euro 6d;False;£1,720;£0;£1,720;67.0
FORD;S-MAX Model Year Post 2022.50;2.5 Duratec (FHEV);2488;Petrol Electric;Hybrid Electric Vehicle (HEV);Euro 6d;False;£1,801;£0;£1,801;67.0
FORD;S-MAX Model Year Pre 2022.50;2.5 Duratec (FHEV);2488;Petrol Electric;Hybrid Electric Vehicle (HEV);Euro 6d;False;£1,720;£0;£1,720;67.0
FORD;S-MAX Model Year Pre 2022.50;2.5 Duratec (FHEV);2488;Petrol Electric;Hybrid Electric Vehicle (HEV);Euro 6d;False;£1,801;£0;£1,801;67.0
FORD;Tourneo Courier Kombi Model Year Pre 2019¾;1.0 EcoBoost;998;Petrol;Internal Combustion Engine (ICE);Euro 6d-TEMP;False;£1,774;£0;£1,774;70.1
FORD;Tourneo Courier Kombi Model Year Pre 2019¾;1.0 EcoBoost;998;Petrol;Internal Combustion Engine (ICE);Euro 6d-TEMP;False;£1,908;£0;£1,908;70.1
FORD;Tourneo Courier Kombi Model Year Pre 2019¾;1.0 EcoBoost (with Stop/Start);998;Petrol;Internal Combustion Engine (ICE);Euro 6d-TEMP;False;£1,666;£0;£1,666;70.1
FORD;Tourneo Courier Kombi Model Year Pre 2019¾;1.0 EcoBoost (with Stop/Start);998;Petrol;Internal Combustion Engine (ICE);Euro 6d-TEMP;False;£1,854;£0;£1,854;70.1
FORD;Tourneo Custom Model Year Post 2022.50;1.0 EcoBoost (PHEV);996;Electricity / Petrol;Plug-in Hybrid Electric Vehicle (PHEV);Euro 6d;False;£779;£1,316;£2,095;67.0
FORD;Tourneo Custom Model Year Post 2022.50;1.0 EcoBoost (PHEV);996;Electricity / Petrol;Plug-in Hybrid Electric Vehicle (PHEV);Euro 6d;False;£1,021;£1,528;£2,549;67.0
FORD;Tourneo Custom Model Year Pre 2022.50;1.0 EcoBoost (PHEV);996;Electricity / Petrol;Plug-in Hybrid Electric Vehicle (PHEV);Euro 6d;False;£779;£1,316;£2,095;67.0
FORD;Tourneo Custom Model Year Pre 2022.50;1.0 EcoBoost (PHEV);996;Electricity / Petrol;Plug-in Hybrid Electric Vehicle (PHEV);Euro 6d;False;£1,021;£1,528;£2,549;67.0
GENESIS;G70;Luxury Line 2.0T RWD;1998;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,150;£0;£2,150;69.0
GENESIS;G70;Premium Line 2.0T RWD;1998;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,150;£0;£2,150;69.0
GENESIS;G70;Sport Line 2.0T RWD;1998;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,284;£0;£2,284;69.0
GENESIS;G70 Shooting Brake;Luxury Line 2.0T RWD;1998;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,284;£0;£2,284;69.0
GENESIS;G70 Shooting Brake;Sport Line 2.0T RWD;1998;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,338;£0;£2,338;69.0
GENESIS;G80;Luxury Line 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,499;£0;£2,499;69.0
GENESIS;G80;Premium Line 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,499;£0;£2,499;69.0
GENESIS;GV70;Luxury Line 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,607;£0;£2,607;68.0
GENESIS;GV70;Luxury Line 2.5T AWD [High];2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,714;£0;£2,714;68.0
GENESIS;GV70;Luxury Line 2.5T AWD [Low];2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,553;£0;£2,553;68.0
GENESIS;GV70;Premium Line 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,607;£0;£2,607;68.0
GENESIS;GV70;Premium Line 2.5T AWD [High];2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,714;£0;£2,714;68.0
GENESIS;GV70;Premium Line 2.5T AWD [Low];2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,553;£0;£2,553;68.0
GENESIS;GV70;Sport Line 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,607;£0;£2,607;68.0
GENESIS;GV70;Sport Line 2.5T AWD [High];2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,714;£0;£2,714;68.0
GENESIS;GV70;Sport Line 2.5T AWD [Low];2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,553;£0;£2,553;68.0
GENESIS;GV80;Luxury Line [5 seats] 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,903;£0;£2,903;72.0
GENESIS;GV80;Luxury Line [7 seats] 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,983;£0;£2,983;72.0
GENESIS;GV80;Premium Line [5 seats] 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,903;£0;£2,903;72.0
GENESIS;GV80;Premium Line [7 seats] 2.5T AWD;2497;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,983;£0;£2,983;72.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,854;£0;£1,854;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,854;£0;£1,854;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,693;£0;£1,693;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,720;£0;£1,720;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,828;£0;£1,828;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,854;£0;£1,854;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo EX Sport Line 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,854;£0;£1,854;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SE 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,586;£0;£1,586;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SE 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,613;£0;£1,613;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SE 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,613;£0;£1,613;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,666;£0;£1,666;67.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,747;£0;£1,747;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,747;£0;£1,747;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,747;£0;£1,747;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.0 VTEC Turbo SR 5 door (Standard Model);988;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;70.0
HONDA;Civic 2021;CIVIC 1.5 VTEC Turbo Sport 5 door (Standard Model);1498;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.5 VTEC Turbo Sport 5 door (Standard Model);1498;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.5 VTEC Turbo Sport 5 door (Standard Model);1498;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,639;£0;£1,639;67.0
HONDA;Civic 2021;CIVIC 1.5 VTEC Turbo Sport 5 door (Standard Model);1498;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;67.0
HONDA;Civic 2021;CIVIC 1.5 VTEC Turbo Sport 5 door (Standard Model);1498;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;67.0
HONDA;Civic 2021;CIVIC 1.5 VTEC Turbo Sport 5 door (Standard Model);1498;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;67.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,284;£0;£2,284;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R GT 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,284;£0;£2,284;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R GT 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,284;£0;£2,284;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R GT 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,311;£0;£2,311;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R Limited Edition 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,258;£0;£2,258;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R Sport Line 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,231;£0;£2,231;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R Sport Line 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,231;£0;£2,231;71.0
HONDA;Civic 2021;CIVIC 2.0T i-VTEC Type R Sport Line 5 door (Standard Model);1996;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£2,231;£0;£2,231;71.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ADVANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,344;£0;£1,344;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ADVANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,344;£0;£1,344;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ADVANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,371;£0;£1,371;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ADVANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,371;£0;£1,371;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ADVANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,371;£0;£1,371;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ADVANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,371;£0;£1,371;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ELEGANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,263;£0;£1,263;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ELEGANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,290;£0;£1,290;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD ELEGANCE 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,290;£0;£1,290;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD SPORT 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,344;£0;£1,344;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD SPORT 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,344;£0;£1,344;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD SPORT 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,344;£0;£1,344;65.0
HONDA;Civic 2023;CIVIC 2.0 i-MMD SPORT 5 door (Standard);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,344;£0;£1,344;65.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,935;£0;£1,935;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,935;£0;£1,935;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,935;£0;£1,935;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,935;£0;£1,935;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,935;£0;£1,935;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,935;£0;£1,935;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,962;£0;£1,962;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,962;£0;£1,962;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,962;£0;£1,962;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,962;£0;£1,962;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD EX 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,962;£0;£1,962;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD S 2WD 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,774;£0;£1,774;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD S 2WD 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;69.0
HONDA;CR-V 2021;CR-V 2.0 i-MMD S 2WD 5 door (Standard Model);1993;Petrol;Internal Combustion Engine (ICE);Euro 6d;False;£1,801;£0;£1,801;69.0
